sr,tender_number,title,description,ppra_category,reference,organization,location,status,advertised_date,closing_date,closing_time,detail_url,category,closing_dt,scraped_at
800,TS0000011700E,SSGC/LP/NT/PQ/PT/2179262 (Component for Gas Meters),SSGC/LP/NT/PQ/PT/2179262 (Component for Gas Meters) Components for Gas Meters: (As per...,Miscellaneous,SSGC/LP/NT/PQ/PT/2179262,Ministry of Energy (Petroleum Division),Karachi - Pakistan,PublishedCorrigendum,"Aug 18, 2026","Sep 04, 2026",03:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011700E,Energy/Utilities,2026-09-04,2026-08-30T06:06:58.732314
801,TS0000011707E,Appointment of Statutory Auditors,,Electrical Items,2026-27/MM-11,Ministry of Energy (Power Division),Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 04, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011707E,Energy/Utilities,2026-09-04,2026-08-30T06:06:58.732314
802,TS0000011637E,Procurement of Air Conditioners with Installation,Supply and installation: 09 No. of Floor Standing...,Appliances,FWZ/HRA&P/002/Air Conditioners/2026,State Life Insurance Corporation of Pakistan,Faisalabad - Pakistan,Published,"Aug 18, 2026","Sep 03, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011637E,Goods/Supplies,2026-09-03,2026-08-30T06:06:58.732314
803,TS0000011639E,Purchase of Veterinary Medicine,Purchase of Veterinary Medicine 1. Tender for supply of Veterinary Medicine from...,Health/Medicines,Tender No 2/ 2026-RVFC,Ministry of Interior and Narcotics Control,Lahore - Pakistan,Published,"Aug 18, 2026","Sep 03, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011639E,Medical/Health,2026-09-03,2026-08-30T06:06:58.732314
804,TS0000011643E,Annual Contract for VSD at Karachi & Islamabad,"NORMAL TENDER BISCUIT FANCY QTY 11,000 KG, DALL MOONG QTY...",Food Items,"K/447001,447002,447820,448721 AND I/447826",Ministry of Defence,Karachi - Pakistan,Published,"Aug 18, 2026","Sep 03, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011643E,Services,2026-09-03,2026-08-30T06:06:58.732314
805,TS0000011658E,Local Purchase of Miscellaneous Items,"Local procurement of miscellaneous items as per the required specifications, quantities, and approved requirements. Procurement of miscellaneous items through local...",Miscellaneous,301/1/A(Trg)/Accts,Pakistan Army,Rawalpindi - Pakistan,Published,"Aug 18, 2026","Sep 03, 2026",09:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011658E,Goods/Supplies,2026-09-03,2026-08-30T06:06:58.732314
806,TS0000011662E,Supply of Medicine,Supply of Medicines,Health/Medicines,BUIC/S.bay/Medicine/2026-27,Higher Education Commission (HEC),Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 03, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011662E,Medical/Health,2026-09-03,2026-08-30T06:06:58.732314
807,TS0000011670E,BRIDGE AT QUETTA STATION,"Tender Divisional Superintendent Pakistan Railways,...",Civil Works,770-WA/4-II,Pakistan Railways,Lahore - Pakistan,Published,"Aug 18, 2026","Sep 03, 2026",12:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011670E,Construction/Works,2026-09-03,2026-08-30T06:06:58.732314
808,TS0000011673E,PSR/TE/010/2026,CC tv cameras security system CC tv cameras security system complete,Miscellaneous,PSR/TE/010/2026,Sui Northern Gas Pipelines Limited (SNGPL),Peshawar - Pakistan,Published,"Aug 18, 2026","Sep 03, 2026",03:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011673E,Other,2026-09-03,2026-08-30T06:06:58.732314
809,TS0000011678E,Notice of Tender,At par cost shown on the tender documents.,Miscellaneous,6005/Adv/01/E-6 dated 18 Aug 2026,Military Engineering Services (Army),Abbottabad - Pakistan,Published,"Aug 18, 2026","Sep 03, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011678E,Other,2026-09-03,2026-08-30T06:06:58.732314
810,TS0000011702E,"Hiring of Rental Building For 9x Sites (Lahore, Gujranwala, Sialkot)","Hiring of Rental Building For  9x Sites (Lahore, Gujranwala, Sialkot) 1. NADRA Regional Head Office Lahore, invites...",Leasing,NADRA-RHO LHR-RFB/2026/Rental Building-5,Ministry of Interior and Narcotics Control,Lahore - Pakistan,Published,"Aug 18, 2026","Sep 03, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011702E,Construction/Works,2026-09-03,2026-08-30T06:06:58.732314
811,TS0000011618E,Procurement of Consumable Food Items,Procurement of Consumable Food Items Procurement of Consumable Food Items,Food Items,1-39/2021-DD (SW)/FPRCW,Ministry of Human Rights,Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011618E,Goods/Supplies,2026-09-02,2026-08-30T06:06:58.732314
812,TS0000011622E,Tender for Procurement of Stationery and Computer Stationery Items for the Financial Year 2026-2027,,Stationery,P63812,Federal Board of Revenue (FBR),Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011622E,IT/Technology,2026-09-02,2026-08-30T06:06:58.732314
813,TS0000011626E,"Tender for Allotment of Plots at M.T. Khan Road, Karachi Plot No 5-C ,Plot No 17-C","Tender for Allotment of Plots at M.T. Khan Road, Karachi Plot No 5-C ,Plot No 17-C Tender for Allotment of Plots at M.T. Khan Road,...",Miscellaneous,N/A,Ministry of Maritime Affairs,Karachi - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011626E,Other,2026-09-02,2026-08-30T06:06:58.732314
814,TS0000011631E,Hiring the Services of Auto Workshops regarding Repair and Maintenance of Office Vehicles - Open Framework Agreement,"The Directorate General of Internal Audit (IR),...",Services,3(77)/2026-Admn,Federal Board of Revenue (FBR),Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",12:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011631E,Services,2026-09-02,2026-08-30T06:06:58.732314
815,TS0000011633E,Tender for Procurement of Miscellaneous Consumable and Non-Consumable Items for the Financial Year 2026-2027,,Miscellaneous,P63827,Federal Board of Revenue (FBR),Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",02:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011633E,Goods/Supplies,2026-09-02,2026-08-30T06:06:58.732314
816,TS0000011641E,CONTRACT FOR CONSERVANCY SERVICES FOR VSD,NORMAL TENDER CONTRACT FOR CONSERVANCY SERVICES FOR VSD (NOTED:...,Services,PN VSD TENDER,Ministry of Defence,Karachi - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011641E,Services,2026-09-02,2026-08-30T06:06:58.732314
817,TS0000011647E,Provision of HVAC/ Lifts Maintenance Services at RHO NADRA Lahore/ DAUs with Parts,Provision of HVAC/ Lifts Maintenance Services at RHO NADRA Lahore/ DAUs with Parts The RHO NADRA LAHORE has sufficient funds from HQ...,Repair/Maintenance,NADRA-RHO LHR-RFB/2026/HACLIFT,Ministry of Interior and Narcotics Control,Lahore - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011647E,Services,2026-09-02,2026-08-30T06:06:58.732314
818,TS0000011648E,Prequalification for Procurement of Advertising Agencies,Prequalification for Procurement of Advertising...,Services,Tender Notice No PO/CPD/CAD/39/2026,State Life Insurance Corporation of Pakistan,Karachi - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011648E,Services,2026-09-02,2026-08-30T06:06:58.732314
819,TS0000011650E,HQ 102 FP BDE Conservancy Tender,,Services,630/HQ 102 FP BDE/ 01,Pakistan Navy,Karachi - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",12:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011650E,Services,2026-09-02,2026-08-30T06:06:58.732314
820,TS0000011655E,PNS Qasim Conservancy Tender,,Services,630/QAS/ 01,Pakistan Navy,Karachi - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",12:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011655E,Services,2026-09-02,2026-08-30T06:06:58.732314
821,TS0000011664E,"REPAIR/MAINTENANCE OF NCCIA BUILDING NO 12, SHAHRAH-E-JAMHURIAT, G-5/2, Islamabad",,Civil Works,P72709,Ministry of Interior and Narcotics Control,Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011664E,Construction/Works,2026-09-02,2026-08-30T06:06:58.732314
822,TS0000011667E,"Provision and Installation of Internet Bandwidth at NAFSA Secretariat, TF Complex, Sector G-9/4, Islamabad","Provision and Installation of Internet Bandwidth at NAFSA Secretariat, TF Complex, Sector G-9/4, Islamabad",Services,PSW-PROC-26-27-TM-601 (P80686),Ministry of Commerce,islamabad - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",03:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011667E,Services,2026-09-02,2026-08-30T06:06:58.732314
823,TS0000011668E,Invitations to e-Bids & Extension Notice,OGDC-SCM-SERVICES-CB-PnP-60-4265-330445650-2026,Miscellaneous,87/06,Oil and Gas Development Company Limited (OGDCL),Islamabad - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011668E,Other,2026-09-02,2026-08-30T06:06:58.732314
824,TS0000011683E,Procurement of Insulated Rubber Gloves,,Equipments,(113/27) P91054,Ministry of Energy (Power Division),Multan - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011683E,Goods/Supplies,2026-09-02,2026-08-30T06:06:58.732314
825,TS0000011685E,Procurement of PPE Items,,Equipments,(114/27) P91300,Ministry of Energy (Power Division),Multan - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011685E,Goods/Supplies,2026-09-02,2026-08-30T06:06:58.732314
826,TS0000011690E,HARDWARE MATERIAL unclaimable items,,Miscellaneous,FCS/MDR/TE/027/26,Sui Northern Gas Pipelines Limited (SNGPL),Karak - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",03:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011690E,Goods/Supplies,2026-09-02,2026-08-30T06:06:58.732314
827,TS0000011701E,Provision of certain facilities PAF Base Kohat,,Repair/Maintenance,6001-PPRA/37/E-6,Ministry of Defence,Kohat - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011701E,Services,2026-09-02,2026-08-30T06:06:58.732314
828,TS0000011704E,PROVISION OF FRESH WATER,01/2026 PROVISION OF FRESH WATER SUPPLIES 19 LTR BOTTLES,Services,6TH FP BN tender No 01/2026,Pakistan Navy,Ormara - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011704E,Services,2026-09-02,2026-08-30T06:06:58.732314
829,TS0000011706E,PROVISION OF CONSERVANCY SERVICES,02/2026 CONSERVANCY SERVICES ARE REQUIRED AT ORMARA,Services,6TH FP BN TENDER NO 02/2026,Pakistan Navy,Ormara - Pakistan,Published,"Aug 18, 2026","Sep 02, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011706E,Services,2026-09-02,2026-08-30T06:06:58.732314
830,TS0000010731E,CORRIGENDUM PROCUREMENT NOTICE (NIT) CONSTRUCTION OF BARRACKS AND 12 JS APARTMENTS FOR ASF PERSONNEL AT QIAP QUETTA REF# P72673,CORRIGENDUM PROCUREMENT NOTICE (NIT) CONSTRUCTION OF BARRACKS AND 12 JS APARTMENTS FOR ASF PERSONNEL AT QIAP QUETTA REF# P72673 CORRIGENDUM PROCUREMENT NOTICE (NIT) CONSTRUCTION...,Civil Works,12447C,Pakistan Airports Authority (PAA),Karachi - Pakistan,PublishedCorrigendum,"Aug 18, 2026","Sep 01, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010731E,Construction/Works,2026-09-01,2026-08-30T06:06:58.732314
831,TS0000010287E,Selection of firm for the Establishment of National Artificial Intelligence Hubs (AI-Hubs) across Pakistan,,Services,1-2/2025-IT/NAAI/ADIM/AI-HUB/01,Ministry of IT and Telecom,Islamabad - Pakistan,PublishedCorrigendum,"Aug 18, 2026","Aug 31, 2026",02:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010287E,Services,2026-08-31,2026-08-30T06:06:58.732314
832,TS0000008659E,CORRIGENDUM INVITATION TO BID PROCUREMENT OF QTY.05 UPS (30 KVA) WITH INSTALLATION & COMMISSIONING AT CATI HYDERABAD I/T NO. HQPAA/1992/362/XXLN,CORRIGENDUM INVITATION TO BID PROCUREMENT OF QTY.05 UPS (30 KVA) WITH INSTALLATION & COMMISSIONING AT CATI HYDERABAD I/T NO. HQPAA/1992/362/XXLN CORRIGENDUM INVITATION TO BID PROCUREMENT OF...,Miscellaneous,12366E,Pakistan Airports Authority (PAA),Karachi - Pakistan,PublishedCorrigendum,"Aug 18, 2026","Aug 31, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000008659E,Goods/Supplies,2026-08-31,2026-08-30T06:06:58.732314
833,TS0000010926E,Ord Stores/ Equipment,Ord Stores/ Equipment,Miscellaneous,07/Normal/26-27,Ministry of Defence,Rawalpindi - Pakistan,PublishedCorrigendum,"Aug 18, 2026","Aug 20, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010926E,Goods/Supplies,2026-08-20,2026-08-30T06:06:58.732314
834,TS0000011561E,"Sig, Armt, Tank Spare, GS&C and Med","1x P-8/9, 1 x P-12/13, 3 x P-14, 1 x P-15, 2x P-16 & 15 x P-27 See more detail att in file, please.",Miscellaneous,"1x P-8/9, 1 x P-12/13, 3 x P-14, 1 x P-15, 2x P-16 & 15 x P-27",Directorate General Procurement (Army),Rawalpindi. - Pakistan,Published,"Aug 17, 2026","Oct 13, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011561E,Defence/Military,2026-10-13,2026-08-30T06:06:58.732314
835,TS0000011586E,Chromate,Chromate,Miscellaneous,SN-4798/26,Sui Northern Gas Pipelines Limited (SNGPL),Islamabad - Pakistan,Published,"Aug 17, 2026","Sep 22, 2026",02:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011586E,Other,2026-09-22,2026-08-30T06:06:58.732314
836,TS0000011587E,P E Coating Raw Material,P E Coating Raw Material,Miscellaneous,SN-4799/26,Sui Northern Gas Pipelines Limited (SNGPL),Islamabad - Pakistan,Published,"Aug 17, 2026","Sep 22, 2026",02:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011587E,Goods/Supplies,2026-09-22,2026-08-30T06:06:58.732314
837,TS0000006680E,"Supply & Installation of 8,600 Nos. Asset Performance Management System (APMS), (Ordering Code: APMS-MC-S) on Distribution Transformers Of 200KVA (3500 Nos.) and 100kVA (5,100 Nos.) Ratings within the jurisdiction of HESCO.","World Bank - Manual Tendering Supply & Installation of 8,600 Nos. Asset...",Electrical Items,PK-HESCO-GOODS-APMS -ICB/-10,Ministry of Energy (Power Division),Hyderabad - Pakistan,PublishedCorrigendum,"Aug 17, 2026","Sep 17, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000006680E,IT/Technology,2026-09-17,2026-08-30T06:06:58.732314
838,TS0000011594E,"THREADOLETS 1/4"" on 4""-6""","THREADOLETS 1/4"" on 4""-6"" (Qty. 460 Nos.) THREADOLETS 1/4"" on 4""-6""",Miscellaneous,SND-2588/25,Sui Northern Gas Pipelines Limited (SNGPL),Islamabad - Pakistan,Published,"Aug 17, 2026","Sep 17, 2026",02:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011594E,Other,2026-09-17,2026-08-30T06:06:58.732314
839,TS0000011564E,Directorate of Procurement (Air),Directorate of Procurement (Air) Tender No 1508 Published in Daily Ausaf and Daily...,Miscellaneous,1508,Ministry of Defence Production,Rawalpindi - Pakistan,Published,"Aug 17, 2026","Sep 16, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011564E,Goods/Supplies,2026-09-16,2026-08-30T06:06:58.732314
840,TS0000011580E,"Hiring of security Guards Services for Islamabad Model College for Girls, G-14/4, Islamabad",,Services,P89149,Ministry of Federal Education and Professional Training,Islamabad - Pakistan,Published,"Aug 17, 2026","Sep 16, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011580E,Services,2026-09-16,2026-08-30T06:06:58.732314
841,TS0000011583E,Invitation for Bids,Outsourcing of daily cleaning services for the Chancery building and information and Commercial Wings The Embassy of Pakistan in Baku invites sealed...,Civil Works,Admn.01/354/2025,Ministry of Foreign Affairs,Baku - Pakistan,Published,"Aug 17, 2026","Sep 16, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011583E,Construction/Works,2026-09-16,2026-08-30T06:06:58.732314
842,TS0000011610E,INVITATION TO TENDER,PAINT,Miscellaneous,DSN/10931,Ministry of Defence Production (DGDP),London - Pakistan,Published,"Aug 17, 2026","Sep 16, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011610E,Other,2026-09-16,2026-08-30T06:06:58.732314
843,TS0000009410E,Domestic Gas Meter Rotary Type,Domestic Gas Meter Rotary Type (08 Items) Domestic Gas Meter Rotary Type,Miscellaneous,SND-2622/26,Sui Northern Gas Pipelines Limited (SNGPL),Islamabad - Pakistan,PublishedCorrigendum,"Aug 17, 2026","Sep 09, 2026",02:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000009410E,Energy/Utilities,2026-09-09,2026-08-30T06:06:58.732314
844,TS0000011560E,Procurement of Spare Part for Ultrasound Machine,,Health/Medicines,0024/HOSP/LP/56/Probe for ultrasound Machine,Ministry of Defence Production,Wah Cantt - Pakistan,Published,"Aug 17, 2026","Sep 08, 2026",09:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011560E,Medical/Health,2026-09-08,2026-08-30T06:06:58.732314
845,TS0000011579E,FIRE SUPPRESSION SYSTEM ALONGWITH ACCESSORIES & DELIVERABLE AT PN TELECOM (WEST) JNB ORMARA,FIRE SUPPRESSION SYSTEM ALONGWITH ACCESSORIES...,Miscellaneous,2690024/R-2608/310032,Directorate of Procurement (Navy),Islamabad - Pakistan,Published,"Aug 17, 2026","Sep 08, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011579E,IT/Technology,2026-09-08,2026-08-30T06:06:58.732314
846,TS0000011577E,TENDER NOTICE R/M OF MECHANICAL WORKS SERVICES AT JIAP REPLACEMENT OF STAIR ACCESS DOORS OF ALL PASSENGER BOARDING BRIDGES (PBBS) ALONGWITH NEW LOCK AND DOOR STOPPER ASSEMBLIES,TENDER NOTICE R/M OF MECHANICAL WORKS SERVICES AT JIAP REPLACEMENT OF STAIR ACCESS DOORS OF ALL PASSENGER BOARDING BRIDGES (PBBS) ALONGWITH NEW LOCK AND DOOR STOPPER ASSEMBLIES TENDER NOTICE R/M OF MECHANICAL WORKS SERVICES AT...,Miscellaneous,12479,Pakistan Airports Authority (PAA),Karachi - Pakistan,Published,"Aug 17, 2026","Sep 07, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011577E,Services,2026-09-07,2026-08-30T06:06:58.732314
847,TS0000011581E,Outsourcing of Supply of Food/Grocery Items for Mess.,,Food Items,P88228,Establishment Division,Islamabad - Pakistan,Published,"Aug 17, 2026","Sep 07, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011581E,Goods/Supplies,2026-09-07,2026-08-30T06:06:58.732314
848,TS0000011590E,Procurement of Furnace Oil / Pipe & Pipe Fittings,Procurement of Furnace Oil / Pipe & Pipe Fittings Procurement of Furnace Oil / Pipe & Pipe...,Miscellaneous,TE NO. 0123/0070/LP-CMC-56,Ministry of Defence Production,Wah Cantt - Pakistan,Published,"Aug 17, 2026","Sep 07, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011590E,Goods/Supplies,2026-09-07,2026-08-30T06:06:58.732314
849,TS0000011591E,Procurement of Expendable Items through Open Framework Agreement (Pre-Qualification),5081/26-27/IT-9002/Exp/FOR-B/SCM dated 12 August 2026 Procurement of Expendable Items through Open...,Miscellaneous,5081/26-27/IT-9002/Exp/FOR-B/SCM dated 12 August 2026,Ministry of Defence Production,Taxila - Pakistan,Published,"Aug 17, 2026","Sep 07, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011591E,Goods/Supplies,2026-09-07,2026-08-30T06:06:58.732314
850,TS0000011570E,"Annual Operation, Maintenance and Servicing of Two (02) Nos. Schindler Passenger Lifts Installed at State Life Building, Circular Road, Dera Ismail Khan (D.I. Khan)","staff required for the Annual Operation, Maintenance and Servicing of Two (02) Nos. Schindler Passenger Lifts Installed at State Life Building, Circular Road, Dera Ismail Khan (D.I. Khan)",Services,SLIC/RED/DIK/LIFT/APRIL/2026/01,State Life Insurance Corporation of Pakistan,Peshawar - Pakistan,Published,"Aug 17, 2026","Sep 04, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011570E,Construction/Works,2026-09-04,2026-08-30T06:06:58.732314
